0	0	-0
0.0785366	-0.000616839	-0
0.157054	-0.0024672	-0.015708
0.235532	-0.00555064	-0.031416
0.313953	-0.00986637	-0.047124
0.392295	-0.0154134	-0.0628319
0.470542	-0.0221902	-0.0785399
0.548672	-0.0301953	-0.0942479
0.626666	-0.0394265	-0.109956
0.704506	-0.0498818	-0.125664
0.782172	-0.0615584	-0.141372
0.859645	-0.0744534	-0.15708
0.936907	-0.0885638	-0.172788
1.01394	-0.103886	-0.188496
1.09072	-0.120416	-0.204204
1.16723	-0.138151	-0.219912
1.24345	-0.157084	-0.23562
1.31937	-0.177213	-0.251328
1.39496	-0.198532	-0.267036
1.4702	-0.221035	-0.282744
1.54508	-0.244718	-0.298451
1.61959	-0.269573	-0.314159
1.69369	-0.295596	-0.329867
1.76737	-0.32278	-0.345575
1.84062	-0.351118	-0.361283
1.91342	-0.380603	-0.376991
1.98574	-0.411227	-0.392699
2.05757	-0.442984	-0.408407
2.1289	-0.475865	-0.424115
2.1997	-0.509862	-0.439823
2.26995	-0.544968	-0.455531
2.33965	-0.581172	-0.471239
2.40877	-0.618467	-0.486947
2.47729	-0.656843	-0.502655
2.54521	-0.69629	-0.518363
2.61249	-0.7368	-0.534071
2.67913	-0.778361	-0.549779
2.74511	-0.820964	-0.565487
2.81042	-0.864598	-0.581195
2.87503	-0.909252	-0.596903
2.93893	-0.954916	-0.612611
3.0021	-1.00158	-0.628319
3.06454	-1.04923	-0.644027
3.12621	-1.09785	-0.659735
3.18712	-1.14743	-0.675443
3.24724	-1.19797	-0.691151
3.30656	-1.24945	-0.706859
3.36506	-1.30185	-0.722567
3.42274	-1.35516	-0.738274
3.47956	-1.40937	-0.753982
3.53553	-1.46447	-0.76969
3.59063	-1.52044	-0.785398
3.64484	-1.57727	-0.801106
3.69816	-1.63494	-0.816814
3.75056	-1.69344	-0.832522
3.80203	-1.75276	-0.84823
3.85257	-1.81288	-0.863938
3.90215	-1.87379	-0.879646
3.95077	-1.93547	-0.895354
3.99842	-1.9979	-0.911062
4.04508	-2.06107	-0.92677
4.09075	-2.12497	-0.942478
4.1354	-2.18958	-0.958186
4.17904	-2.25489	-0.973894
4.22164	-2.32087	-0.989602
4.2632	-2.38751	-1.00531
4.30371	-2.45479	-1.02102
4.34316	-2.52271	-1.03673
4.38153	-2.59123	-1.05243
4.41883	-2.66035	-1.06814
4.45503	-2.73005	-1.08385
4.49014	-2.8003	-1.09956
4.52413	-2.8711	-1.11527
4.55702	-2.94243	-1.13097
4.58877	-3.01426	-1.14668
4.6194	-3.08658	-1.16239
4.64888	-3.15938	-1.1781
4.67722	-3.23263	-1.19381
4.7044	-3.30631	-1.20951
4.73043	-3.38041	-1.22522
4.75528	-3.45492	-1.24093
4.77896	-3.5298	-1.25664
4.80147	-3.60505	-1.27235
4.82279	-3.68064	-1.28805
4.84292	-3.75655	-1.30376
4.86185	-3.83277	-1.31947
4.87958	-3.90928	-1.33518
4.89611	-3.98606	-1.35088
4.91144	-4.06309	-1.36659
4.92555	-4.14036	-1.3823
4.93844	-4.21783	-1.39801
4.95012	-4.29549	-1.41372
4.96057	-4.37333	-1.42942
4.9698	-4.45133	-1.44513
4.97781	-4.52946	-1.46084
4.98459	-4.60771	-1.47655
4.99013	-4.68605	-1.49226
4.99445	-4.76447	-1.50796
4.99753	-4.84295	-1.52367
4.99938	-4.92146	-1.53938
5	-5	-1.55509
4.99938	-5.07854	-1.5708
4.99753	-5.15705	-1.5865
4.99445	-5.23553	-1.60221
4.99013	-5.31395	-1.61792
4.98459	-5.3923	-1.63363
4.97781	-5.47054	-1.64934
4.9698	-5.54867	-1.66504
4.96057	-5.62667	-1.68075
4.95012	-5.70451	-1.69646
4.93844	-5.78217	-1.71217
4.92555	-5.85965	-1.72788
4.91144	-5.93691	-1.74358
4.89611	-6.01394	-1.75929
4.87958	-6.09072	-1.775
4.86185	-6.16723	-1.79071
4.84292	-6.24345	-1.80642
4.82279	-6.31937	-1.82212
4.80147	-6.39496	-1.83783
4.77896	-6.4702	-1.85354
4.75528	-6.54509	-1.86925
4.73043	-6.61959	-1.88496
4.7044	-6.69369	-1.90066
4.67722	-6.76738	-1.91637
4.64888	-6.84062	-1.93208
4.6194	-6.91342	-1.94779
4.58877	-6.98574	-1.9635
4.55702	-7.05757	-1.9792
4.52413	-7.1289	-1.99491
4.49014	-7.1997	-2.01062
4.45503	-7.26995	-2.02633
4.41883	-7.33965	-2.04204
4.38153	-7.40877	-2.05774
4.34316	-7.47729	-2.07345
4.30371	-7.54521	-2.08916
4.2632	-7.61249	-2.10487
4.22164	-7.67913	-2.12057
4.17904	-7.74511	-2.13628
