4.1354	-7.81042	-2.15199
4.09075	-7.87503	-2.1677
4.04508	-7.93893	-2.18341
3.99842	-8.0021	-2.19911
3.95077	-8.06454	-2.21482
3.90215	-8.12621	-2.23053
3.85257	-8.18712	-2.24624
3.80203	-8.24724	-2.26195
3.75056	-8.30656	-2.27765
3.69816	-8.36506	-2.29336
3.64484	-8.42274	-2.30907
3.59063	-8.47956	-2.32478
3.53553	-8.53553	-2.34049
3.47956	-8.59063	-2.35619
3.42274	-8.64484	-2.3719
3.36506	-8.69816	-2.38761
3.30656	-8.75056	-2.40332
3.24724	-8.80203	-2.41903
3.18712	-8.85257	-2.43473
3.12621	-8.90215	-2.45044
3.06454	-8.95078	-2.46615
3.0021	-8.99842	-2.48186
2.93893	-9.04509	-2.49757
2.87503	-9.09075	-2.51327
2.81042	-9.1354	-2.52898
2.74511	-9.17904	-2.54469
2.67913	-9.22164	-2.5604
2.61249	-9.2632	-2.57611
2.54521	-9.30371	-2.59181
2.47729	-9.34316	-2.60752
2.40877	-9.38153	-2.62323
2.33965	-9.41883	-2.63894
2.26995	-9.45503	-2.65465
2.1997	-9.49014	-2.67035
2.1289	-9.52414	-2.68606
2.05757	-9.55702	-2.70177
1.98574	-9.58877	-2.71748
1.91342	-9.6194	-2.73319
1.84062	-9.64888	-2.74889
1.76737	-9.67722	-2.7646
1.69369	-9.70441	-2.78031
1.61959	-9.73043	-2.79602
1.54508	-9.75528	-2.81173
1.4702	-9.77897	-2.82743
1.39496	-9.80147	-2.84314
1.31937	-9.82279	-2.85885
1.24345	-9.84292	-2.87456
1.16723	-9.86185	-2.89027
1.09072	-9.87959	-2.90597
1.01394	-9.89612	-2.92168
0.936907	-9.91144	-2.93739
0.859645	-9.92555	-2.9531
0.782172	-9.93844	-2.9688
0.704506	-9.95012	-2.98451
0.626666	-9.96057	-3.00022
0.548672	-9.96981	-3.01593
0.470542	-9.97781	-3.03164
0.392295	-9.98459	-3.04734
0.313953	-9.99013	-3.06305
0.235532	-9.99445	-3.07876
0.157054	-9.99753	-3.09447
0.0785365	-9.99938	-3.11018
-4.52397e-08	-10	-3.12588
-0.0785366	-9.99938	3.14159
-0.157054	-9.99753	3.12588
-0.235532	-9.99445	3.11018
-0.313953	-9.99013	3.09447
-0.392296	-9.98459	3.07876
-0.470542	-9.97781	3.06305
-0.548672	-9.96981	3.04734
-0.626666	-9.96057	3.03164
-0.704506	-9.95012	3.01593
-0.782172	-9.93844	3.00022
-0.859646	-9.92555	2.98451
-0.936907	-9.91144	2.9688
-1.01394	-9.89612	2.9531
-1.09072	-9.87959	2.93739
-1.16723	-9.86185	2.92168
-1.24345	-9.84292	2.90597
-1.31937	-9.82279	2.89027
-1.39496	-9.80147	2.87456
-1.4702	-9.77897	2.85885
-1.54508	-9.75528	2.84314
-1.61959	-9.73043	2.82743
-1.69369	-9.7044	2.81173
-1.76737	-9.67722	2.79602
-1.84062	-9.64888	2.78031
-1.91342	-9.6194	2.7646
-1.98574	-9.58877	2.74889
-2.05757	-9.55702	2.73319
-2.1289	-9.52414	2.71748
-2.1997	-9.49014	2.70177
-2.26995	-9.45503	2.68606
-2.33965	-9.41883	2.67035
-2.40877	-9.38153	2.65465
-2.47729	-9.34316	2.63894
-2.54521	-9.30371	2.62323
-2.61249	-9.2632	2.60752
-2.67913	-9.22164	2.59181
-2.74511	-9.17904	2.57611
-2.81042	-9.1354	2.5604
-2.87503	-9.09075	2.54469
-2.93893	-9.04509	2.52898
-3.0021	-8.99842	2.51327
-3.06454	-8.95078	2.49757
-3.12621	-8.90215	2.48186
-3.18712	-8.85257	2.46615
-3.24724	-8.80203	2.45044
-3.30656	-8.75056	2.43473
-3.36506	-8.69816	2.41903
-3.42274	-8.64484	2.40332
-3.47956	-8.59063	2.38761
-3.53553	-8.53553	2.3719
-3.59063	-8.47956	2.35619
-3.64484	-8.42274	2.34049
-3.69816	-8.36506	2.32478
-3.75056	-8.30656	2.30907
-3.80203	-8.24724	2.29336
-3.85257	-8.18712	2.27765
-3.90215	-8.12621	2.26195
-3.95077	-8.06454	2.24624
-3.99842	-8.0021	2.23053
-4.04508	-7.93893	2.21482
-4.09075	-7.87503	2.19911
-4.1354	-7.81042	2.18341
-4.17904	-7.74511	2.1677
-4.22164	-7.67913	2.15199
-4.2632	-7.61249	2.13628
-4.30371	-7.54521	2.12057
-4.34316	-7.47729	2.10487
-4.38153	-7.40877	2.08916
-4.41883	-7.33965	2.07345
-4.45503	-7.26995	2.05774
-4.49014	-7.1997	2.04204
-4.52413	-7.1289	2.02633
-4.55702	-7.05757	2.01062
-4.58877	-6.98574	1.99491
-4.6194	-6.91342	1.9792
-4.64888	-6.84062	1.9635
-4.67722	-6.76737	1.94779
-4.7044	-6.69369	1.93208
-4.73043	-6.61959	1.91637
-4.75528	-6.54509	1.90066
-4.77896	-6.4702	1.88496
-4.80147	-6.39496	1.86925
-4.82279	-6.31937	1.85354
-4.84292	-6.24345	1.83783
-4.86185	-6.16723	1.82212
-4.87958	-6.09072	1.80642
-4.89611	-6.01394	1.79071
-4.91144	-5.93691	1.775
-4.92555	-5.85965	1.75929
-4.93844	-5.78217	1.74358
-4.95012	-5.70451	1.72788
-4.96057	-5.62667	1.71217
-4.9698	-5.54867	1.69646
-4.97781	-5.47054	1.68075
-4.98459	-5.3923	1.66504
-4.99013	-5.31395	1.64934
-4.99445	-5.23553	1.63363
-4.99753	-5.15705	1.61792
-4.99938	-5.07854	1.60221
-5	-5	1.5865
-4.99938	-4.92146	1.5708
-4.99753	-4.84295	1.55509
-4.99445	-4.76447	1.53938
-4.99013	-4.68605	1.52367
-4.98459	-4.60771	1.50796
-4.97781	-4.52946	1.49226
-4.9698	-4.45133	1.47655
-4.96057	-4.37333	1.46084
-4.95012	-4.29549	1.44513
-4.93844	-4.21783	1.42942
-4.92555	-4.14036	1.41372
-4.91144	-4.06309	1.39801
-4.89611	-3.98606	1.3823
-4.87958	-3.90928	1.36659
-4.86185	-3.83277	1.35088
-4.84292	-3.75655	1.33518
-4.82279	-3.68064	1.31947
-4.80147	-3.60504	1.30376
-4.77896	-3.5298	1.28805
-4.75528	-3.45492	1.27235
-4.73043	-3.38041	1.25664
-4.7044	-3.30631	1.24093
-4.67722	-3.23263	1.22522
-4.64888	-3.15938	1.20951
-4.6194	-3.08658	1.19381
-4.58877	-3.01426	1.1781
-4.55702	-2.94243	1.16239
-4.52413	-2.8711	1.14668
-4.49014	-2.8003	1.13097
-4.45503	-2.73005	1.11527
-4.41883	-2.66035	1.09956
-4.38153	-2.59123	1.08385
-4.34316	-2.52271	1.06814
-4.30371	-2.45479	1.05243
-4.2632	-2.38751	1.03673
-4.22164	-2.32087	1.02102
-4.17904	-2.25489	1.00531
-4.1354	-2.18958	0.989602
-4.09075	-2.12497	0.973894
-4.04508	-2.06107	0.958186
-3.99842	-1.9979	0.942478
-3.95077	-1.93547	0.92677
-3.90215	-1.87379	0.911062
-3.85257	-1.81288	0.895354
-3.80203	-1.75276	0.879646
-3.75056	-1.69344	0.863938
-3.69816	-1.63494	0.84823
-3.64484	-1.57726	0.832522
-3.59063	-1.52044	0.816814
-3.53553	-1.46447	0.801106
-3.47956	-1.40937	0.785398
-3.42274	-1.35516	0.76969
-3.36506	-1.30184	0.753982
-3.30656	-1.24944	0.738274
-3.24724	-1.19797	0.722566
-3.18712	-1.14743	0.706858
-3.12621	-1.09785	0.691151
-3.06454	-1.04923	0.675443
-3.0021	-1.00158	0.659735
-2.93893	-0.954915	0.644027
-2.87503	-0.909252	0.628319
-2.81042	-0.864597	0.612611
-2.74511	-0.820963	0.596903
-2.67913	-0.778361	0.581195
-2.61249	-0.736799	0.565487
-2.54521	-0.69629	0.549779
-2.47729	-0.656843	0.534071
-2.40877	-0.618467	0.518363
-2.33965	-0.581172	0.502655
-2.26995	-0.544968	0.486947
-2.1997	-0.509862	0.471239
-2.1289	-0.475865	0.455531
-2.05757	-0.442984	0.439823
-1.98574	-0.411227	0.424115
-1.91342	-0.380602	0.408407
-1.84062	-0.351118	0.392699
-1.76737	-0.32278	0.376991
-1.69369	-0.295596	0.361283
-1.61959	-0.269573	0.345575
-1.54508	-0.244717	0.329867
-1.4702	-0.221035	0.314159
-1.39496	-0.198532	0.298451
-1.31937	-0.177213	0.282743
-1.24345	-0.157084	0.267035
-1.16723	-0.13815	0.251328
-1.09072	-0.120416	0.23562
-1.01394	-0.103886	0.219912
-0.936907	-0.0885638	0.204204
-0.859645	-0.0744534	0.188496
-0.782172	-0.0615583	0.172788
-0.704506	-0.0498817	0.15708
-0.626666	-0.0394265	0.141372
-0.548672	-0.0301952	0.125664
-0.470542	-0.0221902	0.109956
-0.392295	-0.0154133	0.0942478
-0.313953	-0.00986635	0.0785398
-0.235532	-0.00555062	0.0628319
-0.157054	-0.00246719	0.0471239
-0.0785366	-0.000616834	0.0314159
1.038e-09	-1.05448e-09	0.0157079
1.038e-09	-1.05448e-09	-0
